2021-03-12 17:36:40 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-03-12 17:36:41 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.4.28.Final
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@1e29ecd6
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration binary -> org.hibernate.type.BinaryType@3f7aab8d
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration byte[] -> org.hibernate.type.BinaryType@3f7aab8d
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration [B -> org.hibernate.type.BinaryType@3f7aab8d
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@44ae3d35
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@44ae3d35
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@44ae3d35
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration row_version -> org.hibernate.type.RowVersionType@20889642
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration image -> org.hibernate.type.ImageType@2310a6ae
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration characters -> org.hibernate.type.CharArrayType@4eab0cc3
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration char[] -> org.hibernate.type.CharArrayType@4eab0cc3
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration [C -> org.hibernate.type.CharArrayType@4eab0cc3
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@323c1d99
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@323c1d99
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@323c1d99
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration text -> org.hibernate.type.TextType@79dd0677
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration ntext -> org.hibernate.type.NTextType@4c2ebcfc
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration blob -> org.hibernate.type.BlobType@28bcf9ed
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@28bcf9ed
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@3290a021
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration clob -> org.hibernate.type.ClobType@342a9404
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@342a9404
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration nclob -> org.hibernate.type.NClobType@1bdd079e
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@1bdd079e
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@17f0d5b2
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@26e7becd
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration serializable -> org.hibernate.type.SerializableType@1aa695ec
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration object -> org.hibernate.type.ObjectType@7a703f33
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@7a703f33
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@c3f36b6
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6f420776
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@de354d7
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@1287f07e
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@67f8ee1e
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@18fe2c20
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@f2c8604
2021-03-12 19:38:34 DEBUG BasicTypeRegistry:157 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@2285939f
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2021-03-12 19:38:34 DEBUG DefaultIdentifierGeneratorFactory:81 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2021-03-12 19:38:34 WARN  pooling:72 - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2021-03-12 19:38:34 INFO  pooling:115 - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://35.227.172.191:5432/ExpenseReimbursementAPI]
2021-03-12 19:38:34 INFO  pooling:121 - HHH10001001: Connection properties: {password=password, user=expensedb}
2021-03-12 19:38:34 INFO  pooling:129 - HHH10001003: Autocommit mode: false
2021-03-12 19:38:34 DEBUG DriverManagerConnectionProviderImpl:384 - Initializing Connection pool with 1 Connections
2021-03-12 19:38:34 INFO  DriverManagerConnectionProviderImpl:259 - HHH000115: Hibernate connection pool size: 20 (min=1)
2021-03-12 19:38:35 DEBUG JdbcEnvironmentInitiator:72 - Database ->
       name : PostgreSQL
    version : 12.5
      major : 12
      minor : 5
2021-03-12 19:38:35 DEBUG JdbcEnvironmentInitiator:83 - Driver ->
       name : PostgreSQL JDBC Driver
    version : 42.2.18
      major : 42
      minor : 2
2021-03-12 19:38:35 DEBUG JdbcEnvironmentInitiator:389 - JDBC version : 4.2
2021-03-12 19:38:35 INFO  Dialect:175 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2021-03-12 19:38:35 DEBUG IdentifierHelperBuilder:110 - JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
2021-03-12 19:38:35 DEBUG Namespace:51 - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2021-03-12 19:38:35 DEBUG BasicTypeRegistry:157 - Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@70b8b506
2021-03-12 19:38:35 DEBUG BasicTypeRegistry:157 - Adding type registration java.util.UUID -> org.hibernate.type.PostgresUUIDType@70b8b506
2021-03-12 19:38:35 DEBUG BasicTypeRegistry:160 - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@3ab2fd1
2021-03-12 19:38:35 DEBUG TypeConfiguration$Scope:152 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@707ec98d] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@45fe358f]
2021-03-12 19:38:35 DEBUG AnnotationBinder:560 - Binding entity from annotated class: dev.lamp.models.Employee
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-03-12 19:38:35 DEBUG EntityBinder:430 - Import with entity name Employee
2021-03-12 19:38:35 DEBUG EntityBinder:873 - Bind entity dev.lamp.models.Employee on table employee
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=employee_id, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Employee] is safe
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Employee
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property employeeId with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Employee:employeeId]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for employeeId
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property employeeId
2021-03-12 19:38:35 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(employee_id)]), employeeId, identity, , ...)
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=employee_password, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property employeePassword with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Employee:employeePassword]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for employeePassword
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property employeePassword
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=employee_username, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property employeeUsername with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Employee:employeeUsername]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for employeeUsername
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property employeeUsername
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='employeeId'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=expenseList, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=expenseList_KEY, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='expenseList_KEY', referencedColumn='null', mappedBy='null'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='employeeId'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='employeeId'}
2021-03-12 19:38:35 DEBUG CollectionBinder:449 - Collection role: dev.lamp.models.Employee.expenseList
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property expenseList
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=fname, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property fname with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Employee:fname]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for fname
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property fname
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee), mappingColumn=lname, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property lname with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Employee:lname]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for lname
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property lname
2021-03-12 19:38:35 DEBUG AnnotationBinder:560 - Binding entity from annotated class: dev.lamp.models.Expense
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-03-12 19:38:35 DEBUG EntityBinder:430 - Import with entity name Expense
2021-03-12 19:38:35 DEBUG EntityBinder:873 - Bind entity dev.lamp.models.Expense on table expense
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=expense_id, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Expense] is safe
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Expense
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property expenseId with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:expenseId]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for expenseId
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property expenseId
2021-03-12 19:38:35 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(expense_id)]), expenseId, identity, , ...)
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=amount, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property amount with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:amount]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for amount
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property amount
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=date_determined, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property dateDetermined with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:dateDetermined]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for dateDetermined
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property dateDetermined
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=date_submitted, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property dateSubmitted with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:dateSubmitted]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for dateSubmitted
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property dateSubmitted
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=employee_id, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property employeeId with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:employeeId]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for employeeId
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property employeeId
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=manager_id, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property managerId with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:managerId]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for managerId
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property managerId
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=reason, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property reason with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:reason]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for reason
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property reason
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(expense), mappingColumn=status, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property status with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Expense:status]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for status
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property status
2021-03-12 19:38:35 DEBUG AnnotationBinder:560 - Binding entity from annotated class: dev.lamp.models.Manager
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-03-12 19:38:35 DEBUG EntityBinder:430 - Import with entity name Manager
2021-03-12 19:38:35 DEBUG EntityBinder:873 - Bind entity dev.lamp.models.Manager on table manager
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=manager_id, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Manager] is safe
2021-03-12 19:38:35 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Manager
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property managerId with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Manager:managerId]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for managerId
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property managerId
2021-03-12 19:38:35 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(manager_id)]), managerId, identity, , ...)
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='managerId'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=expenseList, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=expenseList_KEY, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='expenseList_KEY', referencedColumn='null', mappedBy='null'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='managerId'}
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='managerId'}
2021-03-12 19:38:35 DEBUG CollectionBinder:449 - Collection role: dev.lamp.models.Manager.expenseList
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property expenseList
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=fname, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property fname with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Manager:fname]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for fname
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property fname
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=lname, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property lname with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Manager:lname]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for lname
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property lname
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=manager_password, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property managerPassword with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Manager:managerPassword]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for managerPassword
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property managerPassword
2021-03-12 19:38:35 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(manager), mappingColumn=manager_username, insertable=true, updatable=true, unique=false}
2021-03-12 19:38:35 DEBUG PropertyBinder:175 - MetadataSourceProcessor property managerUsername with lazy=false
2021-03-12 19:38:35 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [dev.lamp.models.Manager:managerUsername]
2021-03-12 19:38:35 DEBUG SimpleValueBinder:410 - building SimpleValue for managerUsername
2021-03-12 19:38:35 DEBUG PropertyBinder:266 - Building property managerUsername
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for employeeId
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for employeePassword
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for employeeUsername
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for fname
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for lname
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for expenseId
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for amount
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for dateDetermined
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for dateSubmitted
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for employeeId
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for managerId
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for reason
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for status
2021-03-12 19:38:35 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for managerId
